SCORE:	binder_aligned_rmsd	pae_binder	pae_interaction	pae_target	plddt_binder	plddt_target	plddt_total	target_aligned_rmsd	time	description	successful
SCORE:	0.991	2.947	7.146	3.426	93.5	94.647	94.164	3.703	11.802	5o45-200by5_108_dldesign_1_af2pred	True
SCORE:	1.181	3.519	7.187	3.596	88.142	93.417	91.264	2.097	11.646	5o45-200by5_151_dldesign_3_af2pred	False
SCORE:	0.533	2.488	7.229	3.515	92.561	93.873	93.307	2.269	11.96	5o45-200by5_81_dldesign_1_af2pred	True
SCORE:	0.459	2.362	7.256	3.734	91.151	93.281	92.447	3.685	11.567	5o45-200by5_87_dldesign_1_af2pred	True
SCORE:	0.813	4.129	7.263	3.807	84.607	93.63	90.456	2.587	10.116	5o45-200by5_138_dldesign_3_af2pred	True
SCORE:	0.971	2.99	7.265	3.802	86.227	92.54	90.2	3.859	10.396	5o45-200by5_136_dldesign_1_af2pred	True
SCORE:	1.442	3.853	7.276	3.511	89.237	94.327	92.142	5.435	12.776	5o45-200by5_21_dldesign_2_af2pred	False
SCORE:	0.688	3.136	7.293	3.661	88.643	93.344	91.49	2.357	11.499	5o45-200by5_96_dldesign_3_af2pred	True
SCORE:	1.237	4.094	7.314	3.708	89.39	93.932	92.262	1.988	10.984	5o45-200by5_77_dldesign_2_af2pred	False
SCORE:	2.746	3.889	7.335	3.507	84.279	94.14	90.454	4.621	10.718	5o45-200by5_110_dldesign_1_af2pred	False
SCORE:	0.505	2.382	7.38	3.466	92.293	94.206	93.385	1.944	12.132	5o45-200by5_198_dldesign_0_af2pred	True
SCORE:	0.536	3.041	7.398	3.637	88.938	93.538	91.833	4.215	10.498	5o45-200by5_75_dldesign_1_af2pred	True
SCORE:	0.589	3.316	7.399	3.863	89.368	93.456	92.018	1.773	10.373	5o45-200by5_88_dldesign_2_af2pred	True
SCORE:	0.549	3.363	7.401	3.677	85.369	93.112	90.313	1.319	10.659	5o45-200by5_194_dldesign_3_af2pred	True
SCORE:	0.421	2.849	7.405	3.529	89.001	93.559	91.788	1.37	11.346	5o45-200by5_118_dldesign_3_af2pred	True
SCORE:	1.04	2.809	7.423	3.615	91.475	94.181	93.203	1.702	10.82	5o45-200by5_162_dldesign_2_af2pred	False
SCORE:	1.411	3.811	7.456	3.516	83.766	93.653	89.671	2.172	11.491	5o45-200by5_192_dldesign_3_af2pred	False
SCORE:	0.981	4.706	7.473	3.661	90.982	94.183	92.793	6.484	11.937	5o45-200by5_39_dldesign_0_af2pred	True
SCORE:	0.581	3.165	7.482	3.663	88.411	93.649	91.583	1.728	10.987	5o45-200by5_186_dldesign_2_af2pred	True
SCORE:	0.717	3.912	7.499	3.6	83.585	93.24	89.378	2.356	11.207	5o45-200by5_62_dldesign_3_af2pred	True
SCORE:	0.89	3.269	7.526	3.595	89.518	93.972	92.166	1.633	12.061	5o45-200by5_28_dldesign_1_af2pred	True
SCORE:	0.677	2.859	7.543	3.679	89.322	93.601	92.082	2.381	10.292	5o45-200by5_14_dldesign_4_af2pred	True
SCORE:	2.558	3.451	7.574	3.64	84.645	93.209	90.06	3.034	10.978	5o45-200by5_102_dldesign_4_af2pred	False
SCORE:	0.439	2.571	7.594	3.621	89.47	93.601	91.984	1.889	11.176	5o45-200by5_87_dldesign_4_af2pred	True
SCORE:	0.733	3.619	7.595	3.513	86.048	93.338	90.284	1.583	11.966	5o45-200by5_85_dldesign_1_af2pred	True
SCORE:	0.474	2.911	7.607	3.805	90.11	92.954	91.801	8.886	11.656	5o45-200by5_170_dldesign_1_af2pred	True
SCORE:	0.457	4.009	7.624	3.68	86.294	93.456	90.437	1.657	11.532	5o45-200by5_190_dldesign_4_af2pred	True
SCORE:	0.915	3.373	7.634	3.897	90.301	93.071	92.027	7.257	10.964	5o45-200by5_174_dldesign_1_af2pred	True
SCORE:	0.865	3.881	7.657	3.579	91.956	94.398	93.338	5.713	12.0	5o45-200by5_39_dldesign_3_af2pred	True
SCORE:	0.409	3.608	7.694	3.642	86.531	93.709	90.818	0.73	11.311	5o45-200by5_183_dldesign_3_af2pred	True
SCORE:	0.57	3.745	7.702	3.816	85.668	92.948	89.956	1.431	11.507	5o45-200by5_111_dldesign_0_af2pred	True
SCORE:	0.576	3.048	7.704	3.676	90.019	93.493	92.084	9.576	11.546	5o45-200by5_170_dldesign_2_af2pred	True
SCORE:	0.866	5.246	7.713	3.75	82.799	93.857	89.724	2.99	10.653	5o45-200by5_159_dldesign_4_af2pred	True
SCORE:	1.129	3.07	7.735	3.555	87.863	93.694	91.428	2.348	11.312	5o45-200by5_24_dldesign_1_af2pred	False
SCORE:	0.494	2.262	7.743	3.648	93.423	93.479	93.455	0.763	11.765	5o45-200by5_160_dldesign_2_af2pred	True
SCORE:	0.837	3.742	7.758	3.625	89.845	94.267	92.642	2.802	10.517	5o45-200by5_167_dldesign_4_af2pred	True
SCORE:	1.477	2.783	7.758	3.619	88.028	92.952	90.839	3.417	11.645	5o45-200by5_64_dldesign_4_af2pred	False
SCORE:	0.5	2.392	7.818	3.646	92.089	93.558	92.947	1.515	11.654	5o45-200by5_132_dldesign_0_af2pred	True
SCORE:	0.597	4.9	7.847	3.999	81.041	92.511	88.155	1.335	147.903	5o45-200by5_95_dldesign_1_af2pred	True
SCORE:	0.638	2.429	7.872	3.635	90.055	93.174	91.852	1.144	12.431	5o45-200by5_6_dldesign_4_af2pred	True
SCORE:	0.59	4.276	7.874	3.98	83.199	92.745	88.797	3.047	11.49	5o45-200by5_133_dldesign_1_af2pred	True
SCORE:	0.638	3.621	7.877	3.486	88.202	94.199	91.625	1.676	12.505	5o45-200by5_21_dldesign_1_af2pred	True
SCORE:	0.591	2.783	7.94	3.658	90.946	93.857	92.833	1.58	10.897	5o45-200by5_88_dldesign_0_af2pred	True
SCORE:	1.046	3.27	7.976	3.68	86.391	93.346	90.433	2.336	11.33	5o45-200by5_156_dldesign_2_af2pred	False
SCORE:	0.56	2.351	7.991	3.511	90.463	93.789	92.487	1.979	11.369	5o45-200by5_154_dldesign_0_af2pred	True
SCORE:	0.724	3.751	8.018	3.62	86.764	93.446	90.773	1.751	11.218	5o45-200by5_41_dldesign_4_af2pred	True
SCORE:	0.469	2.433	8.021	3.623	91.999	94.027	93.211	0.827	11.16	5o45-200by5_63_dldesign_3_af2pred	True
SCORE:	1.309	4.265	8.027	3.629	86.214	93.883	91.04	3.016	11.575	5o45-200by5_124_dldesign_2_af2pred	False
SCORE:	1.477	5.694	8.038	3.791	75.185	93.16	86.721	2.18	10.512	5o45-200by5_101_dldesign_0_af2pred	False
SCORE:	0.492	2.492	8.075	3.661	92.396	93.381	92.958	0.968	11.693	5o45-200by5_160_dldesign_0_af2pred	True
SCORE:	0.765	3.115	8.14	3.617	92.63	93.89	93.359	3.444	11.675	5o45-200by5_108_dldesign_0_af2pred	True
SCORE:	2.03	7.266	8.159	3.539	86.928	94.181	91.181	4.192	11.528	5o45-200by5_105_dldesign_1_af2pred	False
SCORE:	0.488	3.415	8.172	3.653	86.88	93.653	91.205	2.372	10.357	5o45-200by5_52_dldesign_2_af2pred	True
SCORE:	0.412	2.084	8.187	3.471	94.735	94.1	94.377	1.542	12.006	5o45-200by5_23_dldesign_2_af2pred	True
SCORE:	0.716	4.161	8.197	3.75	82.226	93.369	89.342	2.064	11.171	5o45-200by5_52_dldesign_3_af2pred	True
SCORE:	0.962	5.086	8.198	3.496	88.517	94.616	92.045	3.501	12.425	5o45-200by5_168_dldesign_2_af2pred	True
SCORE:	1.861	3.713	8.205	3.581	84.839	93.154	89.671	3.894	11.819	5o45-200by5_122_dldesign_4_af2pred	False
SCORE:	0.48	2.61	8.22	3.587	90.43	93.664	92.326	2.761	11.477	5o45-200by5_42_dldesign_4_af2pred	True
SCORE:	0.662	3.247	8.394	3.701	88.518	93.542	91.775	1.776	189.241	5o45-200by5_88_dldesign_1_af2pred	True
SCORE:	0.958	3.105	8.416	3.64	87.253	93.083	90.94	3.248	10.502	5o45-200by5_18_dldesign_0_af2pred	True
SCORE:	0.454	2.743	8.431	3.575	89.86	93.243	91.826	1.012	12.088	5o45-200by5_187_dldesign_4_af2pred	True
SCORE:	1.118	4.662	8.431	3.588	89.885	94.229	92.343	6.285	12.44	5o45-200by5_39_dldesign_4_af2pred	False
SCORE:	0.758	4.065	8.432	3.779	87.632	93.65	91.437	1.359	10.353	5o45-200by5_77_dldesign_4_af2pred	True
SCORE:	1.004	4.315	8.449	3.637	89.523	93.854	91.973	7.393	11.878	5o45-200by5_39_dldesign_2_af2pred	False
SCORE:	0.466	2.973	8.5	3.591	89.196	93.479	91.696	1.368	11.369	5o45-200by5_189_dldesign_1_af2pred	True
SCORE:	0.614	3.892	8.516	3.558	82.674	93.48	88.87	3.176	11.892	5o45-200by5_79_dldesign_2_af2pred	True
SCORE:	0.321	2.167	8.58	3.471	92.29	94.275	93.545	1.725	11.033	5o45-200by5_19_dldesign_2_af2pred	True
SCORE:	1.077	3.762	8.631	3.704	87.817	93.487	91.385	3.4	10.534	5o45-200by5_99_dldesign_4_af2pred	False
SCORE:	0.689	3.977	8.685	3.584	84.334	93.603	89.896	1.151	11.09	5o45-200by5_41_dldesign_2_af2pred	True
SCORE:	0.752	3.222	8.695	3.703	89.188	93.638	92.058	4.185	10.497	5o45-200by5_14_dldesign_0_af2pred	True
SCORE:	0.711	4.136	8.737	3.648	86.125	92.707	89.882	1.775	11.89	5o45-200by5_137_dldesign_2_af2pred	True
SCORE:	0.733	4.437	8.748	3.688	84.11	93.212	89.623	2.856	11.611	5o45-200by5_60_dldesign_3_af2pred	True
SCORE:	0.593	2.459	8.85	3.65	92.21	93.328	92.846	2.383	12.366	5o45-200by5_50_dldesign_2_af2pred	True
SCORE:	0.363	3.057	8.891	3.671	90.249	93.66	92.214	0.968	11.478	5o45-200by5_72_dldesign_2_af2pred	True
SCORE:	0.467	3.038	8.9	3.68	89.25	93.154	91.488	1.109	11.485	5o45-200by5_44_dldesign_4_af2pred	True
SCORE:	0.484	2.575	8.916	3.549	90.095	93.28	91.897	1.524	12.357	5o45-200by5_104_dldesign_3_af2pred	True
SCORE:	0.875	3.974	8.989	3.788	83.946	93.167	89.864	3.059	10.457	5o45-200by5_54_dldesign_2_af2pred	True
SCORE:	0.911	4.947	9.062	3.692	88.251	93.631	91.295	3.425	12.068	5o45-200by5_39_dldesign_1_af2pred	True
SCORE:	0.411	2.674	9.111	3.579	91.348	93.692	92.686	1.034	12.481	5o45-200by5_9_dldesign_4_af2pred	True
SCORE:	0.65	3.678	9.213	3.453	87.071	93.963	91.112	4.329	11.963	5o45-200by5_69_dldesign_0_af2pred	True
SCORE:	0.498	2.445	9.27	3.584	91.617	93.445	92.68	3.683	11.868	5o45-200by5_122_dldesign_3_af2pred	True
SCORE:	0.852	5.503	9.27	3.63	79.574	92.765	87.239	1.97	11.578	5o45-200by5_85_dldesign_4_af2pred	False
SCORE:	0.59	2.741	9.319	3.646	89.325	93.483	91.752	2.354	11.725	5o45-200by5_141_dldesign_4_af2pred	True
SCORE:	1.478	4.646	9.363	3.668	87.798	93.701	91.213	5.827	11.957	5o45-200by5_4_dldesign_1_af2pred	False
SCORE:	1.051	4.812	9.503	3.941	80.85	92.514	88.336	2.815	10.536	5o45-200by5_54_dldesign_3_af2pred	False
SCORE:	1.058	4.923	9.534	4.026	80.129	92.364	87.981	2.84	10.401	5o45-200by5_54_dldesign_0_af2pred	False
SCORE:	0.528	3.613	9.55	3.647	88.023	93.827	91.473	1.698	11.982	5o45-200by5_28_dldesign_3_af2pred	True
SCORE:	0.309	2.235	9.558	3.64	91.373	93.563	92.705	5.657	11.397	5o45-200by5_87_dldesign_0_af2pred	True
SCORE:	0.704	3.552	9.565	3.58	86.386	93.281	90.411	1.919	11.357	5o45-200by5_94_dldesign_4_af2pred	True
SCORE:	0.603	2.451	9.589	3.573	90.316	93.366	92.096	3.932	11.353	5o45-200by5_141_dldesign_1_af2pred	True
SCORE:	0.897	4.962	9.615	3.902	81.09	92.528	88.253	1.447	10.752	5o45-200by5_33_dldesign_3_af2pred	True
SCORE:	2.122	4.807	9.748	3.651	75.672	92.872	86.549	2.955	10.92	5o45-200by5_102_dldesign_2_af2pred	False
SCORE:	0.478	2.679	9.79	3.638	87.602	93.592	91.265	2.066	11.52	5o45-200by5_46_dldesign_4_af2pred	True
SCORE:	0.473	2.508	9.804	3.443	90.25	94.075	92.463	0.815	11.645	5o45-200by5_74_dldesign_3_af2pred	True
SCORE:	0.909	3.471	9.813	3.68	87.958	92.884	90.97	7.604	11.116	5o45-200by5_36_dldesign_3_af2pred	True
SCORE:	0.82	5.172	9.843	3.707	80.106	92.956	87.999	8.225	11.277	5o45-200by5_179_dldesign_2_af2pred	True
SCORE:	0.633	3.027	9.894	3.668	89.828	93.729	92.319	3.441	10.908	5o45-200by5_162_dldesign_4_af2pred	True
SCORE:	0.868	4.381	9.898	3.66	80.76	93.314	88.055	6.449	11.6	5o45-200by5_122_dldesign_1_af2pred	True
SCORE:	0.702	3.4	9.902	3.58	86.333	93.964	91.02	1.638	11.255	5o45-200by5_78_dldesign_1_af2pred	True
SCORE:	0.531	3.041	9.927	3.591	86.429	93.302	90.611	3.029	10.91	5o45-200by5_154_dldesign_3_af2pred	True
SCORE:	0.437	3.031	9.933	3.684	88.244	93.097	91.225	1.328	11.103	5o45-200by5_3_dldesign_2_af2pred	True
SCORE:	1.036	3.194	10.121	3.918	86.141	92.575	90.112	1.507	10.882	5o45-200by5_195_dldesign_4_af2pred	False
SCORE:	1.088	4.477	10.128	3.67	89.613	93.632	91.938	6.698	12.066	5o45-200by5_4_dldesign_0_af2pred	False
SCORE:	1.141	5.519	10.165	3.516	86.703	94.25	91.069	3.556	12.374	5o45-200by5_168_dldesign_4_af2pred	False
SCORE:	0.826	3.763	10.19	3.733	86.089	92.604	90.072	7.64	11.66	5o45-200by5_36_dldesign_4_af2pred	False
SCORE:	0.732	2.921	10.227	3.654	85.85	93.334	90.606	1.724	10.457	5o45-200by5_35_dldesign_2_af2pred	False
SCORE:	3.618	5.368	10.301	3.696	74.38	92.636	86.039	3.889	10.38	5o45-200by5_194_dldesign_1_af2pred	False
SCORE:	0.674	4.175	10.305	3.554	84.495	93.8	90.467	2.712	10.617	5o45-200by5_25_dldesign_2_af2pred	False
SCORE:	0.746	3.073	10.317	3.606	86.392	93.049	90.368	2.09	11.461	5o45-200by5_192_dldesign_2_af2pred	False
SCORE:	0.39	2.6	10.339	3.729	88.894	93.476	91.806	0.885	10.349	5o45-200by5_40_dldesign_0_af2pred	False
SCORE:	0.74	4.767	10.345	3.828	80.656	92.669	87.453	2.487	11.571	5o45-200by5_89_dldesign_4_af2pred	False
SCORE:	3.493	4.519	10.421	3.911	84.337	92.497	89.233	9.503	11.201	5o45-200by5_172_dldesign_0_af2pred	False
SCORE:	0.664	4.182	10.425	3.654	87.79	94.074	91.764	2.629	10.723	5o45-200by5_167_dldesign_2_af2pred	False
SCORE:	0.582	4.068	10.449	3.7	90.4	93.514	92.201	1.84	11.916	5o45-200by5_4_dldesign_4_af2pred	False
SCORE:	0.608	3.67	10.457	3.87	86.196	92.486	89.97	2.323	10.852	5o45-200by5_112_dldesign_4_af2pred	False
SCORE:	0.457	2.479	10.597	3.614	91.819	93.733	92.911	2.266	12.306	5o45-200by5_160_dldesign_1_af2pred	False
SCORE:	4.418	6.308	10.655	3.566	74.945	93.222	85.662	6.428	11.364	5o45-200by5_27_dldesign_0_af2pred	False
SCORE:	0.602	3.427	10.663	3.675	82.715	92.527	88.602	5.838	10.868	5o45-200by5_62_dldesign_1_af2pred	False
SCORE:	2.155	6.806	10.742	3.67	86.21	93.562	90.726	10.478	11.41	5o45-200by5_149_dldesign_3_af2pred	False
SCORE:	0.935	4.299	10.749	3.727	86.17	93.41	90.726	3.881	10.736	5o45-200by5_99_dldesign_2_af2pred	False
SCORE:	1.181	4.75	10.757	3.705	83.163	93.183	89.408	4.366	10.719	5o45-200by5_181_dldesign_2_af2pred	False
SCORE:	0.992	4.715	10.766	3.69	82.291	93.161	89.131	2.621	193.129	5o45-200by5_124_dldesign_1_af2pred	False
SCORE:	0.667	2.534	10.784	3.657	91.082	93.213	92.326	2.625	11.491	5o45-200by5_132_dldesign_1_af2pred	False
SCORE:	0.517	3.08	10.795	3.611	88.93	93.573	91.604	1.161	147.717	5o45-200by5_72_dldesign_0_af2pred	False
SCORE:	1.253	5.087	10.84	3.842	77.117	92.602	86.629	3.666	11.244	5o45-200by5_49_dldesign_2_af2pred	False
SCORE:	0.666	3.064	10.923	3.769	89.331	92.893	91.373	2.101	11.598	5o45-200by5_44_dldesign_3_af2pred	False
SCORE:	0.472	2.371	10.942	3.517	92.88	93.88	93.444	1.258	12.27	5o45-200by5_90_dldesign_3_af2pred	False
SCORE:	1.707	4.171	11.016	3.538	90.721	94.209	92.703	3.992	12.249	5o45-200by5_164_dldesign_3_af2pred	False
SCORE:	2.105	5.323	11.023	3.64	73.168	92.835	85.604	3.115	10.809	5o45-200by5_102_dldesign_0_af2pred	False
SCORE:	0.791	3.46	11.07	3.747	87.095	92.686	90.344	5.384	11.895	5o45-200by5_73_dldesign_1_af2pred	False
SCORE:	1.086	3.613	11.144	3.701	86.809	93.552	91.052	2.136	10.648	5o45-200by5_99_dldesign_3_af2pred	False
SCORE:	0.693	3.414	11.322	3.595	85.736	92.81	89.884	1.284	11.182	5o45-200by5_59_dldesign_4_af2pred	False
SCORE:	0.98	3.595	11.336	3.75	86.346	92.566	90.149	8.881	11.303	5o45-200by5_36_dldesign_0_af2pred	False
SCORE:	0.713	3.32	11.341	3.586	89.077	94.158	92.259	0.818	21.115	5o45-200by5_134_dldesign_3_af2pred	False
SCORE:	1.482	3.238	11.341	3.597	83.252	92.714	89.325	8.764	10.92	5o45-200by5_178_dldesign_3_af2pred	False
SCORE:	0.646	2.33	11.43	3.573	90.188	93.179	91.91	2.08	12.003	5o45-200by5_6_dldesign_1_af2pred	False
SCORE:	2.433	5.498	11.68	3.791	85.825	92.956	90.206	7.38	11.217	5o45-200by5_149_dldesign_2_af2pred	False
SCORE:	2.196	5.057	11.709	3.733	89.009	93.275	91.629	10.448	11.327	5o45-200by5_149_dldesign_4_af2pred	False
SCORE:	11.914	6.3	11.716	3.688	93.633	94.425	94.108	38.376	11.512	5o45-200by5_106_dldesign_3_af2pred	False
SCORE:	0.439	3.239	11.795	3.674	88.939	93.287	91.512	1.316	11.639	5o45-200by5_151_dldesign_2_af2pred	False
SCORE:	1.529	4.578	11.801	3.898	85.54	92.865	89.777	7.557	11.365	5o45-200by5_4_dldesign_2_af2pred	False
SCORE:	1.18	7.635	11.819	3.701	82.087	93.008	88.49	1.462	11.769	5o45-200by5_105_dldesign_3_af2pred	False
SCORE:	1.489	5.081	11.825	3.666	76.709	92.83	86.205	4.286	11.547	5o45-200by5_111_dldesign_2_af2pred	False
SCORE:	0.558	3.616	11.927	3.71	81.885	93.114	88.75	1.508	10.977	5o45-200by5_46_dldesign_1_af2pred	False
SCORE:	0.973	3.962	11.985	3.631	85.591	93.818	90.768	3.154	10.837	5o45-200by5_99_dldesign_1_af2pred	False
SCORE:	0.9	4.697	12.0	3.998	82.388	92.149	88.035	2.342	194.846	5o45-200by5_65_dldesign_4_af2pred	False
SCORE:	0.938	3.252	12.018	3.887	88.43	92.867	91.195	7.63	11.095	5o45-200by5_174_dldesign_4_af2pred	False
SCORE:	1.436	6.234	12.123	4.015	77.586	91.946	85.893	3.725	11.571	5o45-200by5_65_dldesign_2_af2pred	False
SCORE:	2.685	10.799	12.221	3.781	73.874	92.072	84.545	3.233	11.757	5o45-200by5_105_dldesign_2_af2pred	False
SCORE:	0.583	3.225	12.254	3.638	86.131	93.251	90.306	2.149	11.766	5o45-200by5_22_dldesign_4_af2pred	False
SCORE:	0.614	2.843	12.255	3.573	86.011	93.954	91.108	1.822	10.475	5o45-200by5_178_dldesign_1_af2pred	False
SCORE:	1.205	5.553	12.283	3.76	75.421	92.878	85.386	2.573	11.822	5o45-200by5_21_dldesign_4_af2pred	False
SCORE:	2.633	4.68	12.285	3.64	78.837	93.019	87.426	5.398	11.07	5o45-200by5_96_dldesign_4_af2pred	False
SCORE:	0.952	3.079	12.331	3.758	86.761	93.021	90.625	1.748	11.366	5o45-200by5_195_dldesign_2_af2pred	False
SCORE:	0.837	3.306	12.346	3.641	85.984	93.246	90.576	2.297	10.904	5o45-200by5_18_dldesign_4_af2pred	False
SCORE:	0.6	3.383	12.41	3.901	84.889	92.821	89.693	2.784	11.196	5o45-200by5_186_dldesign_4_af2pred	False
SCORE:	11.481	6.69	12.415	3.564	88.014	94.452	91.877	34.262	11.482	5o45-200by5_106_dldesign_4_af2pred	False
SCORE:	0.851	3.902	12.445	3.941	87.242	92.677	90.386	3.553	11.452	5o45-200by5_108_dldesign_4_af2pred	False
SCORE:	0.905	3.154	12.473	3.82	89.066	92.835	91.327	9.901	11.597	5o45-200by5_172_dldesign_4_af2pred	False
SCORE:	1.016	4.339	12.529	3.671	85.735	93.133	90.258	7.428	11.292	5o45-200by5_36_dldesign_2_af2pred	False
SCORE:	0.763	2.658	12.586	3.698	91.653	93.494	92.768	2.241	11.583	5o45-200by5_175_dldesign_1_af2pred	False
SCORE:	0.884	3.047	12.623	3.548	88.103	92.871	90.861	2.236	12.061	5o45-200by5_12_dldesign_2_af2pred	False
SCORE:	0.756	4.242	12.656	3.656	80.838	92.283	87.459	2.019	11.888	5o45-200by5_12_dldesign_0_af2pred	False
SCORE:	0.462	3.559	12.665	3.559	85.508	93.643	90.278	3.379	11.445	5o45-200by5_69_dldesign_2_af2pred	False
SCORE:	1.174	6.648	12.808	4.122	75.528	91.865	84.979	3.243	11.715	5o45-200by5_168_dldesign_1_af2pred	False
SCORE:	0.474	2.574	12.81	3.519	90.24	93.904	92.359	1.647	11.847	5o45-200by5_74_dldesign_2_af2pred	False
SCORE:	0.937	4.135	12.859	3.586	84.949	93.34	89.718	5.48	12.2	5o45-200by5_84_dldesign_4_af2pred	False
SCORE:	0.879	3.436	12.909	3.924	89.418	92.689	91.31	4.224	11.544	5o45-200by5_108_dldesign_2_af2pred	False
SCORE:	1.741	5.356	12.989	3.696	84.081	93.081	89.218	5.169	12.047	5o45-200by5_147_dldesign_1_af2pred	False
SCORE:	0.856	3.479	12.997	3.599	87.567	93.389	90.875	4.136	11.925	5o45-200by5_84_dldesign_1_af2pred	False
SCORE:	4.66	6.085	12.997	3.569	77.628	93.377	86.863	9.351	11.774	5o45-200by5_27_dldesign_3_af2pred	False
SCORE:	1.044	4.381	13.065	3.618	84.14	93.172	89.272	3.824	12.169	5o45-200by5_84_dldesign_3_af2pred	False
SCORE:	0.761	3.156	13.101	3.688	85.773	92.678	90.14	1.96	10.772	5o45-200by5_18_dldesign_2_af2pred	False
SCORE:	0.543	3.244	13.126	3.635	87.918	93.628	91.266	1.127	11.221	5o45-200by5_42_dldesign_1_af2pred	False
SCORE:	0.491	3.731	13.277	3.66	82.005	93.173	88.833	1.343	10.998	5o45-200by5_46_dldesign_0_af2pred	False
SCORE:	1.698	5.269	13.288	3.626	74.267	92.929	85.26	4.954	11.214	5o45-200by5_111_dldesign_1_af2pred	False
SCORE:	0.429	2.622	13.323	3.715	89.848	93.73	92.256	5.174	11.179	5o45-200by5_103_dldesign_1_af2pred	False
SCORE:	0.611	3.283	13.36	3.628	84.425	93.081	89.667	4.257	11.297	5o45-200by5_96_dldesign_0_af2pred	False
SCORE:	1.242	4.832	13.509	3.875	78.931	92.53	87.659	3.5	10.766	5o45-200by5_54_dldesign_1_af2pred	False
SCORE:	0.549	3.857	13.511	3.712	81.316	92.715	87.91	4.346	11.743	5o45-200by5_190_dldesign_3_af2pred	False
SCORE:	0.436	4.068	13.627	3.657	82.885	93.563	89.738	2.724	10.599	5o45-200by5_25_dldesign_1_af2pred	False
SCORE:	0.578	3.499	13.774	3.635	83.123	93.454	89.656	2.55	10.649	5o45-200by5_53_dldesign_2_af2pred	False
SCORE:	0.873	4.163	13.796	3.691	83.55	93.142	89.2	1.445	11.869	5o45-200by5_43_dldesign_1_af2pred	False
SCORE:	0.753	3.733	13.835	3.766	87.325	93.516	91.24	3.173	10.661	5o45-200by5_129_dldesign_0_af2pred	False
SCORE:	0.545	2.281	13.883	3.771	90.296	93.531	92.322	8.746	10.893	5o45-200by5_180_dldesign_2_af2pred	False
SCORE:	0.841	3.892	13.903	3.602	83.965	92.622	89.041	9.235	11.488	5o45-200by5_59_dldesign_0_af2pred	False
SCORE:	0.442	2.839	14.021	3.537	89.419	93.845	92.014	4.754	11.736	5o45-200by5_133_dldesign_2_af2pred	False
SCORE:	1.093	5.023	14.098	3.67	80.773	93.524	88.797	3.502	10.677	5o45-200by5_99_dldesign_0_af2pred	False
SCORE:	0.97	6.88	14.102	3.959	71.403	92.135	84.386	3.254	10.719	5o45-200by5_33_dldesign_2_af2pred	False
SCORE:	0.579	3.463	14.108	3.655	86.242	93.596	90.655	3.367	11.425	5o45-200by5_152_dldesign_2_af2pred	False
SCORE:	0.895	4.59	14.142	3.902	80.543	92.254	87.703	8.152	11.071	5o45-200by5_36_dldesign_1_af2pred	False
SCORE:	0.967	3.324	14.188	3.747	81.356	92.971	88.774	3.716	10.429	5o45-200by5_194_dldesign_2_af2pred	False
SCORE:	2.826	6.575	14.307	3.817	75.123	92.409	85.123	14.916	11.914	5o45-200by5_168_dldesign_0_af2pred	False
SCORE:	0.517	3.871	14.343	3.772	84.639	93.142	89.938	3.736	10.787	5o45-200by5_128_dldesign_0_af2pred	False
SCORE:	0.693	3.717	14.523	4.028	83.368	92.039	88.523	3.441	11.177	5o45-200by5_82_dldesign_3_af2pred	False
SCORE:	0.76	4.053	14.544	3.625	82.976	92.968	88.835	9.035	11.272	5o45-200by5_59_dldesign_3_af2pred	False
SCORE:	0.679	2.895	14.565	3.698	90.039	93.778	92.304	2.865	11.885	5o45-200by5_175_dldesign_4_af2pred	False
SCORE:	0.706	2.949	14.603	3.748	86.377	93.106	90.323	7.286	11.185	5o45-200by5_47_dldesign_4_af2pred	False
SCORE:	0.504	4.684	14.62	3.844	74.032	92.347	85.557	1.945	10.518	5o45-200by5_130_dldesign_4_af2pred	False
SCORE:	0.453	2.93	14.687	3.53	86.983	93.988	91.166	1.874	11.286	5o45-200by5_16_dldesign_3_af2pred	False
SCORE:	0.818	3.887	14.767	3.6	82.274	93.354	88.543	6.71	12.154	5o45-200by5_104_dldesign_2_af2pred	False
SCORE:	1.266	8.217	14.806	3.749	66.073	92.578	81.757	3.213	11.328	5o45-200by5_151_dldesign_1_af2pred	False
SCORE:	5.955	6.358	14.846	3.643	74.593	93.395	85.373	7.939	11.778	5o45-200by5_30_dldesign_0_af2pred	False
SCORE:	1.995	8.203	14.858	3.97	77.069	92.965	86.787	3.49	11.016	5o45-200by5_185_dldesign_0_af2pred	False
SCORE:	0.644	3.291	14.926	3.689	88.319	93.91	91.705	1.113	188.457	5o45-200by5_98_dldesign_1_af2pred	False
SCORE:	0.75	3.91	15.007	3.641	82.873	92.474	88.503	1.819	11.64	5o45-200by5_59_dldesign_2_af2pred	False
SCORE:	0.435	2.395	15.011	3.668	91.502	93.826	92.878	3.757	187.798	5o45-200by5_116_dldesign_3_af2pred	False
SCORE:	1.376	7.305	15.017	4.257	69.819	91.226	82.371	5.202	12.084	5o45-200by5_157_dldesign_1_af2pred	False
SCORE:	0.788	3.244	15.086	3.589	86.338	93.227	90.377	4.898	11.108	5o45-200by5_59_dldesign_1_af2pred	False
SCORE:	5.078	7.663	15.114	3.737	67.605	92.44	81.844	6.668	11.998	5o45-200by5_30_dldesign_3_af2pred	False
SCORE:	0.57	2.8	15.136	3.489	90.769	93.882	92.594	4.41	11.801	5o45-200by5_69_dldesign_4_af2pred	False
